Activity,Road,Road Code,Comments,Complete,Completed_Date_Time,Contract,Council,Created_Date,Direction,Distance_Past,Job_ID,Job_Type,Latitude,Longitude,Reference_Point
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 23/05/2014 - Emptied, bins",Yes,23/05/2014 8:16,CN8124 WR,NORTHERN GRAMPIANS,23/05/2014 8:03,Reverse,503,42349,Routine Maintenance,-37.1439499,142.8397605,HYDE PARK ST.GEORGE RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 23/05/2014 - Emptied, bin",Yes,23/05/2014 8:18,CN8124 WR,ARARAT,23/05/2014 8:16,Reverse,100,42350,Routine Maintenance,-37.2267784,142.8957244,PETTICOAT GULLY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 23/05/2014 - Emptied, bin",Yes,23/05/2014 8:20,CN8124 WR,ARARAT,23/05/2014 8:18,Reverse,200,42352,Routine Maintenance,-37.254451,142.9151598,MCDONALD PARK (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 23/05/2014 - Emptied, bins",Yes,23/05/2014 8:44,CN8124 WR,ARARAT,23/05/2014 8:21,Reverse,0,42361,Routine Maintenance,-37.3220235,143.0661913,LANGI GHIRAN PICNIC GROUND RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 23/05/2014 - Emptied, bin",Yes,23/05/2014 8:46,CN8124 WR,ARARAT,23/05/2014 8:44,Reverse,500,42364,Routine Maintenance,-37.3775571,143.2127815,CHARLEYCOMBE CREEK (SN0055) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 23/05/2014 - Emptied, bin",Yes,23/05/2014 8:48,CN8124 WR,PYRENEES,23/05/2014 8:46,Reverse,100,42366,Routine Maintenance,-37.4203473,143.34066,161 (KM)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 23/05/2014 - Emptied, bins",Yes,23/05/2014 8:49,CN8124 WR,NORTHERN GRAMPIANS,23/05/2014 8:48,Forward,411,42375,Routine Maintenance,-37.0194721,142.719511,STAWELL-DEEP LEAD RD (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 23/05/2014 - Emptied, bins",Yes,23/05/2014 8:52,CN8124 WR,NORTHERN GRAMPIANS,23/05/2014 8:49,Forward,30,42385,Routine Maintenance,-37.005563,142.7060007,239 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/05/2014 - Removed, branches",Yes,27/05/2014 8:40,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 8:36,Reverse,475,43789,Routine Maintenance,-36.9719175,142.7857256,78 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/05/2014 - Removed, branch",Yes,27/05/2014 8:47,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 8:40,Reverse,184,43798,Routine Maintenance,-36.9565229,142.7856978,76 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/05/2014 - Removed, branches",Yes,27/05/2014 9:15,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 8:47,Reverse,44,43857,Routine Maintenance,-36.7522283,142.8131081,51 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/05/2014 - Removed, roo",Yes,27/05/2014 9:20,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 9:15,Reverse,375,43859,Routine Maintenance,-36.7284786,142.8561741,45 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/05/2014 - Removed, rubber",Yes,27/05/2014 10:09,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 9:54,Reverse,251,43924,Routine Maintenance,-36.4981004,142.8819938,18 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 27/05/2014 - Remove a bag of rubbish,Yes,27/05/2014 8:27,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 8:26,Reverse,197,43780,Routine Maintenance,-37.0640124,142.7646344,GRIFFITH ST (SR)
LITTER CONTROL,SUNRAYSIA HWY,2700,"Mark Templar on 27/05/2014 - Removed, branches",Yes,27/05/2014 11:11,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 11:05,Reverse,323,44076,Routine Maintenance,-36.491599,143.0804028,265 (KM)
LITTER CONTROL,SUNRAYSIA HWY,2700,"Mark Templar on 27/05/2014 - Removed, rubber",Yes,27/05/2014 11:15,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 11:11,Reverse,223,44103,Routine Maintenance,-36.5294371,143.1078798,260 (KM)
LITTER CONTROL,ST ARNAUD-WYCHEPROOF RD,5244,"Mark Templar on 27/05/2014 - Removed, branch",Yes,27/05/2014 12:04,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 12:01,Forward,968,44192,Routine Maintenance,-36.5542979,143.230029,6 (KM)
LITTER CONTROL,CHARLTON-ST ARNAUD RD,5242,"Mark Templar on 27/05/2014 - Removed, roo",Yes,27/05/2014 12:40,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 12:36,Forward,718,44229,Routine Maintenance,-36.5104893,143.3109493,28 (KM)
LITTER CONTROL,CHARLTON-ST ARNAUD RD,5242,"Mark Templar on 27/05/2014 - Removed, roo",Yes,27/05/2014 12:50,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 12:48,Forward,593,44261,Routine Maintenance,-36.5432259,143.3002068,32 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 27/05/2014 - Removed, rubber",Yes,27/05/2014 14:48,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 14:41,Reverse,579,44548,Routine Maintenance,-36.6261524,143.0932376,218 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 27/05/2014 - Removed, branches",Yes,27/05/2014 15:02,CN8124 WR,NORTHERN GRAMPIANS,27/05/2014 14:52,Reverse,51,44572,Routine Maintenance,-36.6686121,142.9408617,BLIND CREEK (SN6578) A1 (BR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, branches",Yes,28/05/2014 8:42,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 8:38,Forward,137,44637,Routine Maintenance,-37.0221163,142.8294276,MOUNTAIN CREEK (SN4598) (BR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, branch",Yes,28/05/2014 8:46,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 8:42,Forward,313,44646,Routine Maintenance,-37.0000715,142.8689976,KATHMAUR HILLS RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, roo",Yes,28/05/2014 8:51,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 8:46,Forward,0,44654,Routine Maintenance,-36.9528335,142.9243907,20 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, branch",Yes,28/05/2014 8:59,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 8:55,Forward,882,44658,Routine Maintenance,-36.9267273,142.9769091,25 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, branch",Yes,28/05/2014 10:11,CN8124 WR,PYRENEES,28/05/2014 10:06,Forward,400,44779,Routine Maintenance,-37.0025035,143.2413682,54 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 28/05/2014 - Removed, roo",Yes,28/05/2014 10:06,CN8124 WR,PYRENEES,28/05/2014 9:25,Forward,558,44780,Routine Maintenance,-36.9657225,143.1819034,47 (KM)
LITTER CONTROL,DAYLESFORD-TRENTHAM RD,5195,Andrew Ingram on 28/05/2014 - Tree branch removed from the shoulder,Yes,28/05/2014 10:39,CN8124 WR,HEPBURN,28/05/2014 10:37,Forward,714,44796,Routine Maintenance,-37.3714895,144.3032525,LITTLE HAMPTON RD (SR)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 28/05/2014 - Emptied, bin",Yes,28/05/2014 12:31,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 12:25,Reverse,55,45043,Routine Maintenance,-36.6270554,143.2366557,231 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 28/05/2014 - Emptied, bin",Yes,28/05/2014 13:43,CN8124 WR,NORTHERN GRAMPIANS,28/05/2014 12:54,Reverse,425,45117,Routine Maintenance,-36.6354881,142.9790685,COPE COPE-MARNOO EAST RD (SR)
LITTER CONTROL,POMONAL RD,5135,"Mark Templar on 29/05/2014 - Removed, roo",Yes,29/05/2014 9:15,CN8124 WR,NORTHERN GRAMPIANS,29/05/2014 9:08,Forward,28,45289,Routine Maintenance,-37.1412904,142.6515357,MT WILLIAM CREEK FLOODPLAIN (SN4187) A2 (BR)
LITTER CONTROL,POMONAL RD,5135,"Mark Templar on 29/05/2014 - Removed, branches",Yes,29/05/2014 9:08,CN8124 WR,NORTHERN GRAMPIANS,29/05/2014 9:05,Forward,467,45290,Routine Maintenance,-37.1125302,142.7198113,6 (KM)
LITTER CONTROL,POMONAL RD,5135,"Mark Templar on 29/05/2014 - Removed, branches",Yes,29/05/2014 9:19,CN8124 WR,ARARAT,29/05/2014 9:15,Forward,1915,45296,Routine Maintenance,-37.181811,142.6171619,18 (KM)
LITTER CONTROL,KYNETON-TRENTHAM RD,5194,Andrew Ingram on 29/05/2014 - Tree branch removed from the shoulder,Yes,29/05/2014 10:08,CN8124 WR,HEPBURN,29/05/2014 10:06,Forward,1248,45385,Routine Maintenance,-37.3839228,144.3414631,NEWTONS LA (SR)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 29/05/2014 - Removed, branches",Yes,29/05/2014 10:13,CN8124 WR,NORTHERN GRAMPIANS,29/05/2014 10:11,Reverse,90,45392,Routine Maintenance,-37.1372428,142.5583507,45 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 29/05/2014 - Removed, roo",Yes,29/05/2014 10:22,CN8124 WR,ARARAT,29/05/2014 10:18,Reverse,184,45400,Routine Maintenance,-37.1799717,142.6013446,39 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 29/05/2014 - Removed, roo",Yes,29/05/2014 10:38,CN8124 WR,ARARAT,29/05/2014 10:33,Reverse,53,45438,Routine Maintenance,-37.2174278,142.6536586,32 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 29/05/2014 - Removed, roo",Yes,29/05/2014 11:25,CN8124 WR,ARARAT,29/05/2014 11:17,Reverse,50,45510,Routine Maintenance,-37.2969062,142.8205408,12 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 29/05/2014 - Removed, branches",Yes,29/05/2014 11:46,CN8124 WR,ARARAT,29/05/2014 11:40,Reverse,244,45547,Routine Maintenance,-37.2919668,142.8872445,6 (KM)
LITTER CONTROL,GEELONG-BALLAN RD,5062,Andrew Ingram on 29/05/2014 - Kangaroo removed from the shoulder,Yes,29/05/2014 13:12,CN8124 WR,MOORABOOL,29/05/2014 12:55,Forward,12,45684,Routine Maintenance,-37.7977289,144.2108288,38 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 29/05/2014 - Remove roo from side of road,Yes,29/05/2014 14:20,CN8124 WR,ARARAT,29/05/2014 14:20,Reverse,165,45758,Routine Maintenance,-37.7156373,142.8080046,213 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 29/05/2014 - Remove 2 bags of rubbish from the side of road,Yes,29/05/2014 14:25,CN8124 WR,ARARAT,29/05/2014 14:23,Reverse,63,45761,Routine Maintenance,-37.712205,142.8406993,MORTLAKE-ARARAT RD (CR) AFTER 209 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 29/05/2014 - Remove roo from side of road,Yes,29/05/2014 14:41,CN8124 WR,ARARAT,29/05/2014 14:40,Forward,465,45806,Routine Maintenance,-37.687614,143.0150489,193 (KM)
LITTER CONTROL,PYRENEES HWY,2740,Andrew Ingram on 30/05/2014 - Fox removed from the shoulder and completed,Yes,30/05/2014 14:06,CN8124 WR,CENTRAL GOLDFIELDS,30/05/2014 14:04,Forward,129,46448,Hazard,-37.0817252,143.978161,24 (KM)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 02/06/2014 - Remove roo from side of road,Yes,2/06/2014 9:44,CN8124 WR,PYRENEES,2/06/2014 9:43,Reverse,209,46631,Routine Maintenance,-37.5629703,143.3598004,16 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 02/06/2014 - Remove roo from road,Yes,2/06/2014 10:12,CN8124 WR,GOLDEN PLAINS,2/06/2014 10:11,Forward,344,46635,Routine Maintenance,-37.6684831,143.4797848,LISMORE-PITTONG RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, roo",Yes,3/06/2014 8:30,CN8124 WR,NORTHERN GRAMPIANS,3/06/2014 8:29,Forward,9,47093,Routine Maintenance,-37.08709,142.6493825,11 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, roo",Yes,3/06/2014 8:40,CN8124 WR,NORTHERN GRAMPIANS,3/06/2014 8:39,Forward,20,47104,Routine Maintenance,-37.1094738,142.5787866,18 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, roo",Yes,3/06/2014 9:29,CN8124 WR,ARARAT,3/06/2014 9:28,Forward,270,47233,Routine Maintenance,-37.3498658,142.5085746,50 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, branches",Yes,3/06/2014 9:24,CN8124 WR,ARARAT,3/06/2014 9:18,Forward,500,47234,Routine Maintenance,-37.3029148,142.5279629,44 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Cut, and, removed, large.branch",Yes,3/06/2014 9:18,CN8124 WR,NORTHERN GRAMPIANS,3/06/2014 9:06,Forward,58,47235,Routine Maintenance,-37.251783,142.5361843,FYANS CREEK (SN3856) A2 (BR)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, branches",Yes,3/06/2014 9:05,CN8124 WR,NORTHERN GRAMPIANS,3/06/2014 8:40,Forward,768,47236,Routine Maintenance,-37.1942382,142.5424669,31 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 03/06/2014 - Removed, roo",Yes,3/06/2014 10:28,CN8124 WR,ARARAT,3/06/2014 9:34,Forward,100,47244,Routine Maintenance,-37.5103565,142.4153233,71 (KM)
LITTER CONTROL,VICTORIA VALLEY RD,4000,"Mark Templar on 03/06/2014 - Removed, fox",Yes,3/06/2014 11:46,CN8124 WR,SOUTHERN GRAMPIANS,3/06/2014 11:37,Forward,400,47442,Routine Maintenance,-37.4543089,142.3698193,21 (KM)
LITTER CONTROL,VICTORIA VALLEY RD,4000,"Mark Templar on 03/06/2014 - Removed, branches",Yes,3/06/2014 11:23,CN8124 WR,SOUTHERN GRAMPIANS,3/06/2014 11:22,Forward,222,47446,Routine Maintenance,-37.5978759,142.3217122,MANNS RD (SR)
LITTER CONTROL,BALLARAT-BUNINYONG RD,5182,Andrew Ingram on 03/06/2014 - Removed bag of rubbish from the road,Yes,3/06/2014 12:06,CN8124 WR,BALLARAT,3/06/2014 12:05,Reverse,124,47406,Routine Maintenance,-37.6466423,143.8851803,BARKLY ST (SR)
LITTER CONTROL,GRANT ST,5183,Andrew Ingram on 03/06/2014 - Removed 3 bags of rubbish,Yes,3/06/2014 12:56,CN8124 WR,BALLARAT,3/06/2014 12:55,Forward,153,47485,Routine Maintenance,-37.5693873,143.8622474,BOND ST (SR)
LITTER CONTROL,BALLARAT-BURRUMBEET RD,5087,Andrew Ingram on 03/06/2014 - Removed rubbish from the edge of the road,Yes,3/06/2014 13:49,CN8124 WR,BALLARAT,3/06/2014 13:46,Forward,0,47585,Routine Maintenance,-37.5580763,143.891828,FUSSELL ST (SR)
LITTER CONTROL,BALLARAT-MARYBOROUGH RD,5327,Andrew Ingram on 03/06/2014 - Removed roo from side of road,Yes,3/06/2014 14:44,CN8124 WR,BALLARAT,3/06/2014 14:41,Reverse,1610,47743,Routine Maintenance,-37.4751757,143.7994711,BUTTERY RD (SR)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Cut.overhanging.branch,Yes,4/06/2014 9:16,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 9:11,Forward,700,48020,Routine Maintenance,-37.1494538,142.4976722,3 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Removed.branch,Yes,4/06/2014 9:19,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 9:16,Forward,598,48024,Routine Maintenance,-37.1576098,142.4960919,SILVERBAND RD (CR)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Removed.rocks,Yes,4/06/2014 10:19,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 10:11,Forward,800,48351,Routine Maintenance,-37.104585,142.3970632,19 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Removed.rocks,Yes,4/06/2014 10:11,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 10:01,Forward,700,48352,Routine Maintenance,-37.1136436,142.4164453,16 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Removed.rocks,Yes,4/06/2014 10:01,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 9:57,Forward,473,48353,Routine Maintenance,-37.1439368,142.4441075,TO REIDS LOOKOUT (OT)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 04/06/2014 - Removed.branch,Yes,4/06/2014 9:23,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 9:19,Forward,900,48354,Routine Maintenance,-37.1522864,142.4804289,7 (KM)
LITTER CONTROL,SILVERBAND RD,4911,Mark Templar on 04/06/2014 - Removed.rocks,Yes,4/06/2014 11:36,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 11:34,Forward,400,48473,Routine Maintenance,-37.1845671,142.5093146,4 (KM)
LITTER CONTROL,SILVERBAND RD,4911,Mark Templar on 04/06/2014 - Removed.branch,Yes,4/06/2014 11:34,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 11:32,Forward,288,48474,Routine Maintenance,-37.1736453,142.5051149,2 (KM)
LITTER CONTROL,SILVERBAND RD,4911,Mark Templar on 04/06/2014 - Removed.branches,Yes,4/06/2014 11:32,CN8124 WR,NORTHERN GRAMPIANS,4/06/2014 11:28,Forward,5,48475,Routine Maintenance,-37.1712094,142.5042435,2 (KM)
LITTER CONTROL,GLADSTONE ST,5426,Andrew Ingram on 04/06/2014 - Removed roo from side of road,Yes,4/06/2014 12:32,CN8124 WR,CENTRAL GOLDFIELDS,4/06/2014 12:30,Reverse,1007,48541,Routine Maintenance,-37.0477981,143.7179474,BALACLAVA RD (SR)
LITTER CONTROL,BENDIGO-MARYBOROUGH RD,5200,Andrew Ingram on 04/06/2014 - Removed roo from side of road,Yes,4/06/2014 13:11,CN8124 WR,CENTRAL GOLDFIELDS,4/06/2014 13:11,Reverse,92,48638,Routine Maintenance,-36.9127312,143.8404371,45 (KM)
LITTER CONTROL,PYRENEES HWY,2740,Andrew Ingram on 04/06/2014 - Removed fox from road,Yes,4/06/2014 14:44,CN8124 WR,CENTRAL GOLDFIELDS,4/06/2014 14:43,Forward,410,48928,Routine Maintenance,-37.0816974,143.9750027,24 (KM)
LITTER CONTROL,DAYLESFORD-BALLARAT RD,5220,Andrew Ingram on 05/06/2014 - Removed rabbit from the road,Yes,5/06/2014 9:50,CN8124 WR,HEPBURN,5/06/2014 9:48,Reverse,514,49180,Routine Maintenance,-37.4477704,143.9812498,5 (KM)
LITTER CONTROL,WIMMERA HWY,2110,Mark Templar on 05/06/2014 - Emptied.bin,Yes,5/06/2014 10:11,CN8124 WR,NORTHERN GRAMPIANS,5/06/2014 10:09,Forward,0,49209,Routine Maintenance,-36.6394366,142.9781728,206 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 05/06/2014 - Remove roo from side of road,Yes,5/06/2014 10:56,CN8124 WR,GOLDEN PLAINS,5/06/2014 10:55,Forward,65,49294,Routine Maintenance,-37.6824261,143.5238338,FLAGSTAFF RIDGE RD (SR)
LITTER CONTROL,DAYLESFORD-MALMSBURY RD,5197,Andrew Ingram on 05/06/2014 - Removed roo from side of road,Yes,5/06/2014 11:38,CN8124 WR,HEPBURN,5/06/2014 11:37,Forward,719,49375,Routine Maintenance,-37.2656214,144.3058876,15 (KM)
LITTER CONTROL,DAYLESFORD-MALMSBURY RD,5197,Andrew Ingram on 05/06/2014 - Removed roo from side of road,Yes,5/06/2014 12:48,CN8124 WR,HEPBURN,5/06/2014 12:46,Forward,180,49539,Routine Maintenance,-37.2697116,144.3026409,15 (KM)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Andrew Ingram on 05/06/2014 - Removed fox from road,Yes,5/06/2014 14:34,CN8124 WR,MOORABOOL,5/06/2014 14:33,Reverse,927,49683,Routine Maintenance,-37.5345117,144.1762832,MCKENNA LA (SR)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Andrew Ingram on 05/06/2014 - Removed roo from side of road,Yes,5/06/2014 14:27,CN8124 WR,MOORABOOL,5/06/2014 14:26,Reverse,0,49684,Routine Maintenance,-37.4804205,144.150911,SPARGO CREEK RD P1 (SR)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Andrew Ingram on 05/06/2014 - Removed roo from side of road,Yes,5/06/2014 14:40,CN8124 WR,MOORABOOL,5/06/2014 14:39,Reverse,1525,49701,Routine Maintenance,-37.5719719,144.1942558,DEHNERTS RD (SR)
LITTER CONTROL,MAROONA-GLENTHOMPSON RD,5109,John Webber on 06/06/2014 - Remove roo from side of roa,Yes,6/06/2014 9:00,CN8124 WR,ARARAT,6/06/2014 8:59,Reverse,29,49889,Routine Maintenance,-37.4891549,142.7817737,EDGARLEY ESTATE RD (SR)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Andrew Ingram on 06/06/2014 - Removed fox from road,Yes,6/06/2014 11:35,CN8124 WR,HEPBURN,6/06/2014 11:34,Forward,1740,51097,Routine Maintenance,-37.363204,143.940223,BATTEN ST (SR)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Andrew Ingram on 06/06/2014 - Removed roo from side of road,Yes,6/06/2014 11:51,CN8124 WR,HEPBURN,6/06/2014 11:50,Forward,2171,51124,Routine Maintenance,-37.2850729,143.9567889,15 (KM)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Andrew Ingram on 06/06/2014 - Removed roo from side of road,Yes,6/06/2014 12:00,CN8124 WR,HEPBURN,6/06/2014 11:59,Forward,758,51138,Routine Maintenance,-37.2455732,143.9390032,POWLETT HILL RD (SR)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Andrew Ingram on 06/06/2014 - Removed tree branches from side of road,Yes,6/06/2014 12:04,CN8124 WR,HEPBURN,6/06/2014 12:02,Forward,207,51141,Routine Maintenance,-37.2113972,143.9450458,TO CEMETERY (OT)
LITTER CONTROL,BUNGAREE-CRESWICK RD,5219,Andrew Ingram on 06/06/2014 - Removed roo from side of road,Yes,6/06/2014 13:01,CN8124 WR,HEPBURN,6/06/2014 13:00,Forward,67,51195,Routine Maintenance,-37.4341268,143.905314,ST GEORGES RD (SR)
LITTER CONTROL,BUNGAREE-CRESWICK RD,5219,Andrew Ingram on 06/06/2014 - Removed roo from side of road,Yes,6/06/2014 13:06,CN8124 WR,HEPBURN,6/06/2014 13:05,Forward,198,51198,Routine Maintenance,-37.4401305,143.9106366,LINCOLN GULLY RD (SR)
LITTER CONTROL,DELACOMBE-WENDOUREE RD,5497,Andrew Ingram on 10/06/2014 - Removed 2 bags of rubbish from the edge of 2,Yes,10/06/2014 9:22,CN8124 WR,BALLARAT,10/06/2014 9:21,Reverse,1537,51417,Routine Maintenance,-37.5462439,143.8208788,NORMAN ST (CR)
LITTER CONTROL,DONALD-STAWELL RD,5155,Mark Templar on 10/06/2014 - Removed.rubber,Yes,10/06/2014 10:10,CN8124 WR,NORTHERN GRAMPIANS,10/06/2014 10:09,Reverse,0,51483,Routine Maintenance,-36.5093226,142.8810248,19 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 10/06/2014 - Remove roo from side of road,Yes,10/06/2014 9:54,CN8124 WR,ARARAT,10/06/2014 9:47,Reverse,865,51460,Routine Maintenance,-37.3380043,143.1028908,185 (KM)
LITTER CONTROL,BALLARAT-MARYBOROUGH RD,5327,Andrew Ingram on 10/06/2014 - Removed roo from side of road,Yes,10/06/2014 11:14,CN8124 WR,BALLARAT,10/06/2014 11:13,Forward,80,51602,Routine Maintenance,-37.4753951,143.7994309,CLARKE ST (SR) AFTER 10 (KM)
LITTER CONTROL,DRUMMOND ST,5185,Andrew Ingram on 10/06/2014 - Removed cat from side of road,Yes,10/06/2014 11:34,CN8124 WR,BALLARAT,10/06/2014 11:33,Reverse,66,51639,Routine Maintenance,-37.5718486,143.8454294,SEBASTOPOL ST (SR)
LITTER CONTROL,WIMMERA HWY,2110,Mark Templar on 10/06/2014 - Removed.rubber,Yes,10/06/2014 14:13,CN8124 WR,NORTHERN GRAMPIANS,10/06/2014 14:05,Reverse,193,51791,Routine Maintenance,-36.6209356,143.0420857,213 (KM)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Andrew Ingram on 11/06/2014 - Removed roo from side of road,Yes,11/06/2014 9:31,CN8124 WR,MOORABOOL,11/06/2014 9:31,Forward,541,52067,Routine Maintenance,-37.6029411,144.3192233,PYKES CREEK RD (SR)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Andrew Ingram on 11/06/2014 - Removed wombat from side of road,Yes,11/06/2014 9:54,CN8124 WR,MOORABOOL,11/06/2014 9:53,Reverse,434,52108,Routine Maintenance,-37.5494691,144.300116,LONG GULLY RD (SR)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Andrew Ingram on 11/06/2014 - Removed wombat from side of road,Yes,11/06/2014 11:17,CN8124 WR,HEPBURN,11/06/2014 11:16,Reverse,211,52296,Routine Maintenance,-37.4247811,144.2853307,BEACHES LA (SR)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Andrew Ingram on 11/06/2014 - Removed wombat from side of road,Yes,11/06/2014 11:07,CN8124 WR,MOORABOOL,11/06/2014 11:05,Forward,1351,52299,Routine Maintenance,-37.4394537,144.2822199,WIGHTMANS TRK (OT)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 11/06/2014 - Removed.branches,Yes,11/06/2014 11:31,CN8124 WR,ARARAT,11/06/2014 11:21,Reverse,24,52341,Routine Maintenance,-37.2604704,142.7437798,22 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 11/06/2014 - Removed.roo,Yes,11/06/2014 11:21,CN8124 WR,ARARAT,11/06/2014 11:20,Reverse,531,52342,Routine Maintenance,-37.2144193,142.6372119,34 (KM)
